index,timestamp,label,duration,added_in_player
208,159341.19453851413,S_220,0.0,
209,159341.2053112192,S_229,0.0,
867,159363.19685785007,S_221,0.0,
978,159367.22795526218,S_155,0.0,
1026,159368.82750360202,S_1,0.0,
1050,159369.6272167368,S_2,0.0,
1164,159373.42622796725,S_238,0.0,
1165,159373.459522645,S_150,0.0,
1213,159375.05821649265,S_1,0.0,
1237,159375.85832635593,S_2,0.0,
1342,159379.35689202975,S_238,0.0,
1343,159379.39006463718,S_163,0.0,
1391,159380.98939935397,S_1,0.0,
1415,159381.78877679538,S_2,0.0,
1524,159385.42137567233,S_238,0.0,
1525,159385.45399896335,S_165,0.0,
1573,159387.05357782077,S_1,0.0,
1597,159387.85298577975,S_2,0.0,
1697,159391.17647210788,S_238,0.0,
1698,159391.2068370981,S_168,0.0,
1746,159392.80888787936,S_1,0.0,
1770,159393.60646478366,S_2,0.0,
1870,159396.95302240085,S_238,0.0,
1871,159396.98076287936,S_155,0.0,
1919,159398.5850719614,S_1,0.0,
1943,159399.38399163913,S_2,0.0,
2052,159403.0164379282,S_238,0.0,
2053,159403.0464061899,S_165,0.0,
2101,159404.6489452524,S_1,0.0,
2125,159405.4483532114,S_2,0.0,
2244,159409.40135614108,S_238,0.0,
2245,159409.43263665866,S_161,0.0,
2293,159411.0321849985,S_1,0.0,
2317,159411.831989686,S_2,0.0,
2407,159414.8308605356,S_238,0.0,
2408,159414.8636669321,S_167,0.0,
2456,159416.46324578952,S_1,0.0,
2480,159417.26326410007,S_2,0.0,
2579,159420.5729259653,S_238,0.0,
2580,159420.60619012546,S_170,0.0,
2628,159422.20567743015,S_1,0.0,
2652,159423.00536004733,S_2,0.0,
2744,159426.07075921725,S_238,0.0,
2745,159426.10350457858,S_171,0.0,
2793,159427.70305291843,S_1,0.0,
2817,159428.50297967624,S_2,0.0,
2924,159432.0681652231,S_238,0.0,
2925,159432.10121576022,S_159,0.0,
2973,159433.7007335825,S_1,0.0,
2997,159434.50032464694,S_2,0.0,
3109,159438.23372308444,S_238,0.0,
3110,159438.26506463718,S_156,0.0,
3158,159439.86473504733,S_1,0.0,
3182,159440.66453973483,S_2,0.0,
3287,159444.17512933444,S_238,0.0,
3288,159444.20988885593,S_152,0.0,
3336,159445.8095287485,S_1,0.0,
3360,159446.6086315317,S_2,0.0,
3450,159449.62779657077,S_238,0.0,
3451,159449.6604198618,S_164,0.0,
3499,159451.26021234225,S_1,0.0,
3523,159452.06004754733,S_2,0.0,
3650,159456.26967279147,S_238,0.0,
3651,159456.3025707407,S_163,0.0,
3699,159457.902302186,S_1,0.0,
3723,159458.7016796274,S_2,0.0,
3851,159462.97829095554,S_239,0.0,
3852,159463.0112499399,S_154,0.0,
3900,159464.61247674655,S_1,0.0,
3924,159465.4122203989,S_2,0.0,
4026,159468.79799310397,S_238,0.0,
4027,159468.83043328952,S_168,0.0,
4075,159470.4303478403,S_1,0.0,
4099,159471.22990838718,S_2,0.0,
4205,159474.77266351413,S_238,0.0,
4206,159474.8060497446,S_157,0.0,
4254,159476.40532342624,S_1,0.0,
4278,159477.20482293796,S_2,0.0,
4379,159480.58235589694,S_238,0.0,
4380,159480.61482660007,S_165,0.0,
4428,159482.21776239108,S_1,0.0,
4452,159483.01744500827,S_2,0.0,
4563,159486.7234386606,S_238,0.0,
4564,159486.75648919772,S_150,0.0,
4612,159488.35579339694,S_1,0.0,
4636,159489.15547601413,S_2,0.0,
4740,159492.600147645,S_239,0.0,
4741,159492.6316417856,S_153,0.0,
4789,159494.23109857272,S_1,0.0,
4813,159495.0309337778,S_2,0.0,
4907,159498.16328851413,S_238,0.0,
4908,159498.19603387546,S_168,0.0,
4956,159499.795460145,S_1,0.0,
4980,159500.5952343149,S_2,0.0,
5091,159504.31657830905,S_239,0.0,
5092,159504.34990350436,S_150,0.0,
5140,159505.95134393405,S_1,0.0,
5164,159506.7512401743,S_2,0.0,
5268,159510.21394769382,S_238,0.0,
5269,159510.23564569186,S_220,0.0,
5894,159531.1384777231,S_221,0.0,
5971,159534.15910760593,S_166,0.0,
6019,159535.75886956882,S_1,0.0,
6043,159536.5581554575,S_2,0.0,
6139,159539.75713006686,S_238,0.0,
6140,159539.79045526218,S_164,0.0,
6188,159541.38972894382,S_1,0.0,
6212,159542.18947259616,S_2,0.0,
6331,159546.14375726413,S_238,0.0,
6332,159546.17638055515,S_152,0.0,
6380,159547.77803460788,S_1,0.0,
6404,159548.57869378757,S_2,0.0,
6522,159552.5189403696,S_238,0.0,
6523,159552.55135003757,S_172,0.0,
6571,159554.15126458835,S_1,0.0,
6595,159554.95415155124,S_2,0.0,
6687,159558.0196422739,S_238,0.0,
6688,159558.05183831882,S_156,0.0,
6736,159559.65169183444,S_1,0.0,
6760,159560.45091668796,S_2,0.0,
6853,159563.55055658054,S_238,0.0,
6854,159563.58317987155,S_155,0.0,
6902,159565.1828807993,S_1,0.0,
6926,159565.98192254733,S_2,0.0,
7022,159569.16713372897,S_238,0.0,
7023,159569.2000011606,S_153,0.0,
7071,159570.79951898288,S_1,0.0,
7095,159571.59938470554,S_2,0.0,
7194,159574.920460145,S_238,0.0,
7195,159574.9533886118,S_154,0.0,
7243,159576.55308953952,S_1,0.0,
7267,159577.35246698093,S_2,0.0,
7359,159580.39580194186,S_239,0.0,
7360,159580.42888299655,S_162,0.0,
7407,159582.02818719577,S_1,0.0,
7431,159582.8279308481,S_2,0.0,
7490,159584.78214069337,My annotation,0.0,True
7546,159586.63814202975,S_238,0.0,
7547,159586.67076532077,S_166,0.0,
7595,159588.27064935397,S_1,0.0,
7619,159589.0709728403,S_2,0.0,
7734,159592.90184442233,S_239,0.0,
7735,159592.93486444186,S_158,0.0,
7783,159594.53438226413,S_1,0.0,
7807,159595.33433953952,S_2,0.0,
7902,159598.51372186374,S_238,0.0,
7903,159598.54591790866,S_157,0.0,
7951,159600.14571038913,S_1,0.0,
7975,159600.94496576022,S_228,0.0,
8186,159607.96199456882,S_229,0.0,
8306,159611.98262445163,S_157,0.0,
8354,159613.58504144382,S_1,0.0,
8378,159614.3823436899,S_2,0.0,
8472,159617.51442376804,S_238,0.0,
8473,159617.5472606821,S_172,0.0,
8521,159619.14693109225,S_1,0.0,
8545,159619.94685785007,S_2,0.0,
8629,159622.74432941407,My annotation,0.0,True
8639,159623.08992425632,S_238,0.0,
8640,159623.1224559946,S_160,0.0,
8688,159624.72224847507,S_1,0.0,
8712,159625.52156488132,S_2,0.0,
8812,159628.84645501804,S_238,0.0,
8813,159628.87813226413,S_153,0.0,
8861,159630.47761956882,S_1,0.0,
8885,159631.27748529147,S_2,0.0,
8991,159634.79567376804,S_238,0.0,
8992,159634.82844964694,S_162,0.0,
9039,159636.42805902194,S_1,0.0,
9063,159637.2278026743,S_2,0.0,
9165,159640.60463372897,S_238,0.0,
9166,159640.6375316782,S_170,0.0,
9214,159642.23677484225,S_1,0.0,
9238,159643.0363964243,S_2,0.0,
9383,159647.89052240085,S_239,0.0,
9384,159647.92360345554,S_169,0.0,
9432,159649.52266351413,S_1,0.0,
9456,159650.3227733774,S_2,0.0,
9557,159653.6880077524,S_238,0.0,
9558,159653.72084466647,S_167,0.0,
9606,159655.32039300632,S_1,0.0,
9630,159656.12001458835,S_2,0.0,
9739,159659.73012201022,S_238,0.0,
9740,159659.76289788913,S_173,0.0,
9788,159661.36262933444,S_1,0.0,
9812,159662.16231195163,S_2,0.0,
9918,159665.72725335788,S_238,0.0,
9919,159665.76051751804,S_171,0.0,
9967,159667.35969964694,S_1,0.0,
9991,159668.15962640475,S_2,0.0,
10115,159672.2830394907,S_238,0.0,
10116,159672.3159374399,S_170,0.0,
10164,159673.91524163913,S_1,0.0,
10188,159674.71541253757,S_2,0.0,
10288,159678.0478099985,S_238,0.0,
10289,159678.08021966647,S_156,0.0,
10337,159679.67989007663,S_1,0.0,
10361,159680.47914544772,S_2,0.0,
10515,159685.59700433444,S_239,0.0,
10516,159685.62996331882,S_160,0.0,
10564,159687.22963372897,S_1,0.0,
10588,159688.02907220554,S_2,0.0,
10680,159691.10603753757,S_238,0.0,
10681,159691.13911859225,S_158,0.0,
10729,159692.73885003757,S_1,0.0,
10753,159693.53816644382,S_2,0.0,
10870,159697.45039788913,S_238,0.0,
10871,159697.46950189304,S_220,0.0,
11432,159717.12123529147,S_221,0.0,
11515,159720.13814202975,S_164,0.0,
11563,159721.7372631235,S_1,0.0,
11587,159722.537067811,S_2,0.0,
11714,159726.76875726413,S_238,0.0,
11715,159726.8020214243,S_171,0.0,
11763,159728.4012035532,S_1,0.0,
11787,159729.20088617038,S_2,0.0,
11885,159732.46669427585,S_239,0.0,
11886,159732.4992870493,S_159,0.0,
11934,159734.09938470554,S_1,0.0,
11958,159734.89918939304,S_2,0.0,
12050,159737.96419183444,S_238,0.0,
12051,159737.99696771335,S_166,0.0,
12099,159739.59657708835,S_1,0.0,
12123,159740.3963207407,S_2,0.0,
12218,159743.5623363657,S_238,0.0,
12219,159743.5951122446,S_151,0.0,
12266,159745.19496576022,S_1,0.0,
12290,159745.99416009616,S_2,0.0,
12383,159749.0931591196,S_238,0.0,
12384,159749.1263622446,S_161,0.0,
12432,159750.72548333835,S_1,0.0,
12456,159751.5252269907,S_2,0.0,
12573,159755.40150872897,S_238,0.0,
12574,159755.43477288913,S_157,0.0,
12622,159757.03432122897,S_1,0.0,
12646,159757.8338207407,S_2,0.0,
12762,159761.69942132663,S_238,0.0,
12763,159761.73158685397,S_152,0.0,
12811,159763.33150140475,S_1,0.0,
12835,159764.13106195163,S_2,0.0,
12933,159767.40822259616,S_238,0.0,
12934,159767.44118158054,S_151,0.0,
12982,159769.04317132663,S_1,0.0,
13006,159769.84212152194,S_2,0.0,
13100,159772.98445550632,S_238,0.0,
13101,159773.01924554538,S_163,0.0,
13149,159774.61836663913,S_1,0.0,
13173,159775.41762201022,S_2,0.0,
13295,159779.46937982272,S_238,0.0,
13296,159779.50264398288,S_160,0.0,
13344,159781.1019481821,S_1,0.0,
13368,159781.90144769382,S_2,0.0,
13469,159785.27876702975,S_238,0.0,
13470,159785.3120311899,S_162,0.0,
13518,159786.91383783054,S_1,0.0,
13542,159787.71297113132,S_2,0.0,
13631,159790.6648754282,S_239,0.0,
13632,159790.69771234225,S_151,0.0,
13680,159792.2972606821,S_1,0.0,
13704,159793.09688226413,S_2,0.0,
13814,159796.77400628757,S_239,0.0,
13815,159796.80708734225,S_167,0.0,
13863,159798.4060863657,S_1,0.0,
13887,159799.20552484225,S_2,0.0,
14018,159803.59285394382,S_238,0.0,
14019,159803.6258129282,S_169,0.0,
14067,159805.22572747897,S_1,0.0,
14091,159806.02504388522,S_2,0.0,
14203,159809.73494378757,S_239,0.0,
14204,159809.76771966647,S_172,0.0,
14252,159811.36708490085,S_1,0.0,
14276,159812.1668285532,S_228,0.0,
14486,159819.18629876804,S_229,0.0,
14607,159823.2068676157,S_172,0.0,
14655,159824.8069042368,S_1,0.0,
14679,159825.6058544321,S_2,0.0,
14776,159828.83797113132,S_238,0.0,
14777,159828.87312738132,S_173,0.0,
14825,159830.470661561,S_1,0.0,
14849,159831.27052728366,S_2,0.0,
14951,159834.66896478366,S_238,0.0,
14952,159834.70192376804,S_158,0.0,
15000,159836.30135003757,S_1,0.0,
15024,159837.10091058444,S_2,0.0,
15121,159840.33308831882,S_238,0.0,
15122,159840.3664745493,S_161,0.0,
15170,159841.96553460788,S_1,0.0,
15194,159842.76497308444,S_2,0.0,
15294,159846.09755365085,S_238,0.0,
15295,159846.13087884616,S_154,0.0,
15343,159847.73024408054,S_1,0.0,
15367,159848.5296825571,S_2,0.0,
15457,159851.52876702975,S_239,0.0,
15457,159851.56154290866,S_169,0.0,
15505,159853.1610912485,S_1,0.0,
15529,159853.96095697116,S_2,0.0,
15633,159857.40401117038,S_238,0.0,
15634,159857.43684808444,S_159,0.0,
15682,159859.03627435397,S_1,0.0,
15706,159859.83607904147,S_2,0.0,
15808,159863.24684564304,S_238,0.0,
15809,159863.28200189304,S_173,0.0,
15857,159864.88155023288,S_1,0.0,
15881,159865.6789745493,S_2,0.0,
